site_key,name,country,category,inscription_year,unesco_url
ancient_and_primeval_beech_forests_of_the_carpathians_and_other_regions_of_europe,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,MKD,Natural,2007,https://whc.unesco.org/en/list/1133
djemila,Djémila,DZA,Cultural,1982,https://whc.unesco.org/en/list/191
tassili_n_ajjer,Tassili n'Ajjer,DZA,Mixed,1982,https://whc.unesco.org/en/list/179
madriu_perafita_claror_valley,Madriu-Perafita-Claror Valley,AND,Cultural,2004,https://whc.unesco.org/en/list/1160
los_glaciares_national_park,Los Glaciares National Park,ARG,Natural,1981,https://whc.unesco.org/en/list/145
los_alerces_national_park,Los Alerces National Park,ARG,Natural,2017,https://whc.unesco.org/en/list/1526
peninsula_valdes,Península Valdés,ARG,Natural,1999,https://whc.unesco.org/en/list/937
jesuit_missions_of_the_guaranis_san_ignacio_mini_santa_ana_nuestra_senora_de_loreto_and_santa_maria_mayor_argentina_ruins_of_sao_miguel_das_missoes_brazil,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",BRA,Cultural,1983,https://whc.unesco.org/en/list/275
quebrada_de_humahuaca,Quebrada de Humahuaca,ARG,Cultural,2003,https://whc.unesco.org/en/list/1116
gondwana_rainforests_of_australia,Gondwana Rainforests of Australia,AUS,Natural,1986,https://whc.unesco.org/en/list/368
budj_bim_cultural_landscape,Budj Bim Cultural Landscape,AUS,Cultural,2019,https://whc.unesco.org/en/list/1577
heard_and_mcdonald_islands,Heard and McDonald Islands,AUS,Natural,1997,https://whc.unesco.org/en/list/577
murujuga_cultural_landscape,Murujuga Cultural Landscape,AUS,Cultural,2025,https://whc.unesco.org/en/list/1709
purnululu_national_park,Purnululu National Park,AUS,Natural,2003,https://whc.unesco.org/en/list/1094
macquarie_island,Macquarie Island,AUS,Natural,1997,https://whc.unesco.org/en/list/629
willandra_lakes_region,Willandra Lakes Region,AUS,Mixed,1981,https://whc.unesco.org/en/list/167
frontiers_of_the_roman_empire_the_danube_limes_western_segment,Frontiers of the Roman Empire – The Danube Limes (Western Segment),AUT,Cultural,2021,https://whc.unesco.org/en/list/1608
historic_centre_of_vienna,Historic Centre of Vienna,AUT,Cultural,2001,https://whc.unesco.org/en/list/1033
palace_and_gardens_of_schonbrunn,Palace and Gardens of Schönbrunn,AUT,Cultural,1996,https://whc.unesco.org/en/list/786
gobustan_rock_art_cultural_landscape,Gobustan Rock Art Cultural Landscape,AZE,Cultural,2007,https://whc.unesco.org/en/list/1076
hyrcanian_forests,Hyrcanian Forests,AZE,Natural,2019,https://whc.unesco.org/en/list/1584
mir_castle_complex,Mir Castle Complex,BLR,Cultural,2000,https://whc.unesco.org/en/list/625
architectural_residential_and_cultural_complex_of_the_radziwill_family_at_nesvizh,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",BLR,Cultural,2005,https://whc.unesco.org/en/list/1196
funerary_and_memory_sites_of_the_first_world_war_western_front,Funerary and memory sites of the First World War (Western Front),FRA,Cultural,2023,https://whc.unesco.org/en/list/1567
la_grand_place_brussels,"La Grand-Place, Brussels",BEL,Cultural,1998,https://whc.unesco.org/en/list/857
major_town_houses_of_the_architect_victor_horta_brussels,Major Town Houses of the Architect Victor Horta (Brussels),BEL,Cultural,2000,https://whc.unesco.org/en/list/1005
major_mining_sites_of_wallonia,Major Mining Sites of Wallonia,BEL,Cultural,2012,https://whc.unesco.org/en/list/1344
notre_dame_cathedral_in_tournai,Notre-Dame Cathedral in Tournai,BEL,Cultural,2000,https://whc.unesco.org/en/list/1009
plantin_moretus_house_workshops_museum_complex,Plantin-Moretus House-Workshops-Museum Complex,BEL,Cultural,2005,https://whc.unesco.org/en/list/1185
royal_palaces_of_abomey,Royal Palaces of Abomey,BEN,Cultural,1985,https://whc.unesco.org/en/list/323
tiwanaku_spiritual_and_political_centre_of_the_tiwanaku_culture,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,BOL,Cultural,2000,https://whc.unesco.org/en/list/567
old_bridge_area_of_the_old_city_of_mostar,Old Bridge Area of the Old City of Mostar,BIH,Cultural,2005,https://whc.unesco.org/en/list/946
noel_kempff_mercado_national_park,Noel Kempff Mercado National Park,BOL,Natural,2000,https://whc.unesco.org/en/list/967
atlantic_forest_south_east_reserves,Atlantic Forest South-East Reserves,BRA,Natural,1999,https://whc.unesco.org/en/list/893
okavango_delta,Okavango Delta,BWA,Natural,2014,https://whc.unesco.org/en/list/1432
central_amazon_conservation_complex,Central Amazon Conservation Complex,BRA,Natural,2000,https://whc.unesco.org/en/list/998
cerrado_protected_areas_chapada_dos_veadeiros_and_emas_national_parks,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,BRA,Natural,2001,https://whc.unesco.org/en/list/1035
serra_da_capivara_national_park,Serra da Capivara National Park,BRA,Cultural,1991,https://whc.unesco.org/en/list/606
sanctuary_of_bom_jesus_do_congonhas,Sanctuary of Bom Jesus do Congonhas,BRA,Cultural,1985,https://whc.unesco.org/en/list/334
ancient_city_of_nessebar,Ancient City of Nessebar,BGR,Cultural,1983,https://whc.unesco.org/en/list/217
srebarna_nature_reserve,Srebarna Nature Reserve,BGR,Natural,1983,https://whc.unesco.org/en/list/219
thracian_tomb_of_kazanlak,Thracian Tomb of Kazanlak,BGR,Cultural,1979,https://whc.unesco.org/en/list/44
rock_hewn_churches_of_ivanovo,Rock-Hewn Churches of Ivanovo,BGR,Cultural,1979,https://whc.unesco.org/en/list/45
temple_of_preah_vihear,Temple of Preah Vihear,KHM,Cultural,2008,https://whc.unesco.org/en/list/1224
anticosti,Anticosti,CAN,Natural,2023,https://whc.unesco.org/en/list/1686
the_gedeo_cultural_landscape,The Gedeo Cultural Landscape,ETH,Cultural,2023,https://whc.unesco.org/en/list/1641
dja_faunal_reserve,Dja Faunal Reserve,CMR,Natural,1987,https://whc.unesco.org/en/list/407
miguasha_national_park,Miguasha National Park,CAN,Natural,1999,https://whc.unesco.org/en/list/686
kluane_wrangell_st_elias_glacier_bay_tatshenshini_alsek,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,CAN,Natural,1979,https://whc.unesco.org/en/list/72
old_town_lunenburg,Old Town Lunenburg,CAN,Cultural,1995,https://whc.unesco.org/en/list/741
wood_buffalo_national_park,Wood Buffalo National Park,CAN,Natural,1983,https://whc.unesco.org/en/list/256
s_u_g_u_ang_gwaay,S<U>G</U>ang Gwaay,CAN,Cultural,1981,https://whc.unesco.org/en/list/157
lakes_of_ounianga,Lakes of Ounianga,TCD,Natural,2012,https://whc.unesco.org/en/list/1400
historic_quarter_of_the_seaport_city_of_valparaiso,Historic Quarter of the Seaport City of Valparaíso,CHL,Cultural,2003,https://whc.unesco.org/en/list/959
ancient_building_complex_in_the_wudang_mountains,Ancient Building Complex in the Wudang Mountains,CHN,Cultural,1994,https://whc.unesco.org/en/list/705
classical_gardens_of_suzhou,Classical Gardens of Suzhou,CHN,Cultural,1997,https://whc.unesco.org/en/list/813
dazu_rock_carvings,Dazu Rock Carvings,CHN,Cultural,1999,https://whc.unesco.org/en/list/912
cultural_landscape_of_old_tea_forests_of_the_jingmai_mountain_in_puer,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,CHN,Cultural,2023,https://whc.unesco.org/en/list/1665
great_himalayan_national_park_conservation_area,Great Himalayan National Park Conservation Area,IND,Natural,2014,https://whc.unesco.org/en/list/1406
imperial_tombs_of_the_ming_and_qing_dynasties,Imperial Tombs of the Ming and Qing Dynasties,CHN,Cultural,2000,https://whc.unesco.org/en/list/1004
longmen_grottoes,Longmen Grottoes,CHN,Cultural,2000,https://whc.unesco.org/en/list/1003
jiuzhaigou_valley_scenic_and_historic_interest_area,Jiuzhaigou Valley Scenic and Historic Interest Area,CHN,Natural,1992,https://whc.unesco.org/en/list/637
mount_sanqingshan_national_park,Mount Sanqingshan National Park,CHN,Natural,2008,https://whc.unesco.org/en/list/1292
mount_qingcheng_and_the_dujiangyan_irrigation_system,Mount Qingcheng and the Dujiangyan Irrigation System,CHN,Cultural,2000,https://whc.unesco.org/en/list/1001
mount_wuyi,Mount Wuyi,CHN,Mixed,1999,https://whc.unesco.org/en/list/911
mountain_resort_and_its_outlying_temples_chengde,"Mountain Resort and its Outlying Temples, Chengde",CHN,Cultural,1994,https://whc.unesco.org/en/list/703
old_town_of_lijiang,Old Town of Lijiang,CHN,Cultural,1997,https://whc.unesco.org/en/list/811
three_parallel_rivers_of_yunnan_protected_areas,Three Parallel Rivers of Yunnan Protected Areas,CHN,Natural,2003,https://whc.unesco.org/en/list/1083
tusi_sites,Tusi Sites,CHN,Cultural,2015,https://whc.unesco.org/en/list/1474
west_lake_cultural_landscape_of_hangzhou,West Lake Cultural Landscape of Hangzhou,CHN,Cultural,2011,https://whc.unesco.org/en/list/1334
yin_xu,Yin Xu,CHN,Cultural,2006,https://whc.unesco.org/en/list/1114
chiribiquete_national_park_the_maloca_of_the_jaguar,Chiribiquete National Park – “The Maloca of the Jaguar”,COL,Mixed,2018,https://whc.unesco.org/en/list/1174
san_agustin_archaeological_park,San Agustín Archaeological Park,COL,Cultural,1995,https://whc.unesco.org/en/list/744
port_fortresses_and_group_of_monuments_cartagena,"Port, Fortresses and Group of Monuments, Cartagena",COL,Cultural,1984,https://whc.unesco.org/en/list/285
forest_massif_of_odzala_kokoua,Forest Massif of Odzala-Kokoua,COG,Natural,2023,https://whc.unesco.org/en/list/692
precolumbian_chiefdom_settlements_with_stone_spheres_of_the_diquis,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,CRI,Cultural,2014,https://whc.unesco.org/en/list/1453
talamanca_range_la_amistad_reserves_la_amistad_national_park,Talamanca Range-La Amistad Reserves / La Amistad National Park,PAN,Natural,1983,https://whc.unesco.org/en/list/205
comoe_national_park,Comoé National Park,CIV,Natural,1983,https://whc.unesco.org/en/list/227
plitvice_lakes_national_park,Plitvice Lakes National Park,HRV,Natural,1979,https://whc.unesco.org/en/list/98
venetian_works_of_defence_between_the_16th_and_17th_centuries_em_stato_da_terra_em_western_em_stato_da_mar_em,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,ITA,Cultural,2017,https://whc.unesco.org/en/list/1533
alejandro_de_humboldt_national_park,Alejandro de Humboldt National Park,CUB,Natural,2001,https://whc.unesco.org/en/list/839
historic_centre_of_camaguey,Historic Centre of Camagüey,CUB,Cultural,2008,https://whc.unesco.org/en/list/1270
painted_churches_in_the_troodos_region,Painted Churches in the Troodos Region,CYP,Cultural,1985,https://whc.unesco.org/en/list/351
holasovice_historic_village,Holašovice Historic Village,CZE,Cultural,1998,https://whc.unesco.org/en/list/861
holy_trinity_column_in_olomouc,Holy Trinity Column in Olomouc,CZE,Cultural,2000,https://whc.unesco.org/en/list/859
kutna_hora_historical_town_centre_with_the_church_of_st_barbara_and_the_cathedral_of_our_lady_at_sedlec,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,CZE,Cultural,1995,https://whc.unesco.org/en/list/732
vineyard_landscape_of_piedmont_langhe_roero_and_monferrato,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,ITA,Cultural,2014,https://whc.unesco.org/en/list/1390
kahuzi_biega_national_park,Kahuzi-Biega National Park,COD,Natural,1980,https://whc.unesco.org/en/list/137
roskilde_cathedral,Roskilde Cathedral,DNK,Cultural,1995,https://whc.unesco.org/en/list/695
morne_trois_pitons_national_park,Morne Trois Pitons National Park,DMA,Natural,1997,https://whc.unesco.org/en/list/814
wadden_sea,Wadden Sea,DNK,Natural,2009,https://whc.unesco.org/en/list/1314
abu_mena,Abu Mena,EGY,Cultural,1979,https://whc.unesco.org/en/list/90
sangay_national_park,Sangay National Park,ECU,Natural,1983,https://whc.unesco.org/en/list/260
ancient_thebes_with_its_necropolis,Ancient Thebes with its Necropolis,EGY,Cultural,1979,https://whc.unesco.org/en/list/87
galapagos_islands,Galápagos Islands,ECU,Natural,1978,https://whc.unesco.org/en/list/1
historic_centre_old_town_of_tallinn,Historic Centre (Old Town) of Tallinn,EST,Cultural,1997,https://whc.unesco.org/en/list/822
aksum,Aksum,ETH,Cultural,1980,https://whc.unesco.org/en/list/15
fasil_ghebbi_gondar_region,"Fasil Ghebbi, Gondar Region",ETH,Cultural,1979,https://whc.unesco.org/en/list/19
lower_valley_of_the_awash,Lower Valley of the Awash,ETH,Cultural,1980,https://whc.unesco.org/en/list/10
konso_cultural_landscape,Konso Cultural Landscape,ETH,Cultural,2011,https://whc.unesco.org/en/list/1333
simien_national_park,Simien National Park,ETH,Natural,1978,https://whc.unesco.org/en/list/9
levuka_historical_port_town,Levuka Historical Port Town,FJI,Cultural,2013,https://whc.unesco.org/en/list/1399
fortress_of_suomenlinna,Fortress of Suomenlinna,FIN,Cultural,1991,https://whc.unesco.org/en/list/583
old_rauma,Old Rauma,FIN,Cultural,1991,https://whc.unesco.org/en/list/582
historic_fortified_city_of_carcassonne,Historic Fortified City of Carcassonne,FRA,Cultural,1997,https://whc.unesco.org/en/list/345
mont_saint_michel_and_its_bay,Mont-Saint-Michel and its Bay,FRA,Cultural,1979,https://whc.unesco.org/en/list/80
megaliths_of_carnac_and_of_the_shores_of_morbihan,Megaliths of Carnac and of the shores of Morbihan,FRA,Cultural,2025,https://whc.unesco.org/en/list/1725
nord_pas_de_calais_mining_basin,Nord-Pas de Calais Mining Basin,FRA,Cultural,2012,https://whc.unesco.org/en/list/1360
palace_and_park_of_fontainebleau,Palace and Park of Fontainebleau,FRA,Cultural,1981,https://whc.unesco.org/en/list/160
pitons_cirques_and_remparts_of_reunion_island,"Pitons, cirques and remparts of Reunion Island",FRA,Natural,2010,https://whc.unesco.org/en/list/1317
provins_town_of_medieval_fairs,"Provins, Town of Medieval Fairs",FRA,Cultural,2001,https://whc.unesco.org/en/list/873
the_causses_and_the_cevennes_mediterranean_agro_pastoral_cultural_landscape,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",FRA,Cultural,2011,https://whc.unesco.org/en/list/1153
strasbourg_grande_ile_and_em_neustadt_em,"Strasbourg, Grande-Île and <em>Neustadt</em>",FRA,Cultural,1988,https://whc.unesco.org/en/list/495
taputapuatea,Taputapuātea,FRA,Cultural,2017,https://whc.unesco.org/en/list/1529
the_climats_terroirs_of_burgundy,"The Climats, terroirs of Burgundy",FRA,Cultural,2015,https://whc.unesco.org/en/list/1425
the_loire_valley_between_sully_sur_loire_and_chalonnes,The Loire Valley between Sully-sur-Loire and Chalonnes,FRA,Cultural,2000,https://whc.unesco.org/en/list/933
volcanoes_and_forests_of_mount_pelee_and_the_pitons_of_northern_martinique,Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,FRA,Natural,2023,https://whc.unesco.org/en/list/1657
colchic_rainforests_and_wetlands,Colchic Rainforests and Wetlands,GEO,Natural,2021,https://whc.unesco.org/en/list/1616
ivindo_national_park,Ivindo National Park,GAB,Natural,2021,https://whc.unesco.org/en/list/1653
ecosystem_and_relict_cultural_landscape_of_lope_okanda,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,GAB,Mixed,2007,https://whc.unesco.org/en/list/1147
upper_svaneti,Upper Svaneti,GEO,Cultural,1996,https://whc.unesco.org/en/list/709
abbey_and_altenmunster_of_lorsch,Abbey and Altenmünster of Lorsch,DEU,Cultural,1991,https://whc.unesco.org/en/list/515
gelati_monastery,Gelati Monastery,GEO,Cultural,1994,https://whc.unesco.org/en/list/710
bergpark_wilhelmshohe,Bergpark Wilhelmshöhe,DEU,Cultural,2013,https://whc.unesco.org/en/list/1413
classical_weimar,Classical Weimar,DEU,Cultural,1998,https://whc.unesco.org/en/list/846
cologne_cathedral,Cologne Cathedral,DEU,Cultural,1996,https://whc.unesco.org/en/list/292
collegiate_church_castle_and_old_town_of_quedlinburg,"Collegiate Church, Castle and Old Town of Quedlinburg",DEU,Cultural,1994,https://whc.unesco.org/en/list/535
garden_kingdom_of_dessau_worlitz,Garden Kingdom of Dessau-Wörlitz,DEU,Cultural,2000,https://whc.unesco.org/en/list/534
jewish_medieval_heritage_of_erfurt,Jewish-Medieval Heritage of Erfurt,DEU,Cultural,2023,https://whc.unesco.org/en/list/1656
margravial_opera_house_bayreuth,Margravial Opera House Bayreuth,DEU,Cultural,2012,https://whc.unesco.org/en/list/1379
messel_pit_fossil_site,Messel Pit Fossil Site,DEU,Natural,1995,https://whc.unesco.org/en/list/720
museumsinsel_museum_island_berlin,"Museumsinsel (Museum Island), Berlin",DEU,Cultural,1999,https://whc.unesco.org/en/list/896
pilgrimage_church_of_wies,Pilgrimage Church of Wies,DEU,Cultural,1983,https://whc.unesco.org/en/list/271
speyer_cathedral,Speyer Cathedral,DEU,Cultural,1981,https://whc.unesco.org/en/list/168
schwerin_residence_ensemble,Schwerin Residence Ensemble,DEU,Cultural,2024,https://whc.unesco.org/en/list/1705
town_of_bamberg,Town of Bamberg,DEU,Cultural,1993,https://whc.unesco.org/en/list/624
archaeological_site_of_aigai_modern_name_vergina,Archaeological Site of Aigai (modern name Vergina),GRC,Cultural,1996,https://whc.unesco.org/en/list/780
archaeological_site_of_delphi,Archaeological Site of Delphi,GRC,Cultural,1987,https://whc.unesco.org/en/list/393
acropolis_athens,"Acropolis, Athens",GRC,Cultural,1987,https://whc.unesco.org/en/list/404
asante_traditional_buildings,Asante Traditional Buildings,GHA,Cultural,1980,https://whc.unesco.org/en/list/35
archaeological_site_of_mystras,Archaeological Site of Mystras,GRC,Cultural,1989,https://whc.unesco.org/en/list/511
archaeological_site_of_olympia,Archaeological Site of Olympia,GRC,Cultural,1989,https://whc.unesco.org/en/list/517
minoan_palatial_centres,Minoan Palatial Centres,GRC,Cultural,2025,https://whc.unesco.org/en/list/1733
monasteries_of_daphni_hosios_loukas_and_nea_moni_of_chios,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",GRC,Cultural,1990,https://whc.unesco.org/en/list/537
sanctuary_of_asklepios_at_epidaurus,Sanctuary of Asklepios at Epidaurus,GRC,Cultural,1988,https://whc.unesco.org/en/list/491
paleochristian_and_byzantine_monuments_of_thessalonika,Paleochristian and Byzantine Monuments of Thessalonika,GRC,Cultural,1988,https://whc.unesco.org/en/list/456
old_town_of_corfu,Old Town of Corfu,GRC,Cultural,2007,https://whc.unesco.org/en/list/978
national_archaeological_park_takalik_abaj,National Archaeological Park Tak’alik Ab’aj,GTM,Cultural,2023,https://whc.unesco.org/en/list/1663
antigua_guatemala,Antigua Guatemala,GTM,Cultural,1979,https://whc.unesco.org/en/list/65
vatican_city,Vatican City,VAT,Cultural,1984,https://whc.unesco.org/en/list/286
historic_centre_of_rome_the_properties_of_the_holy_see_in_that_city_enjoying_extraterritorial_rights_and_san_paolo_fuori_le_mura,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",ITA,Cultural,1980,https://whc.unesco.org/en/list/91
early_christian_necropolis_of_pecs_sopianae,Early Christian Necropolis of Pécs (Sopianae),HUN,Cultural,2000,https://whc.unesco.org/en/list/853
caves_of_aggtelek_karst_and_slovak_karst,Caves of Aggtelek Karst and Slovak Karst,HUN,Natural,1995,https://whc.unesco.org/en/list/725
budapest_including_the_banks_of_the_danube_the_buda_castle_quarter_and_andrassy_avenue,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",HUN,Cultural,1987,https://whc.unesco.org/en/list/400
old_village_of_holloko_and_its_surroundings,Old Village of Hollókő and its Surroundings,HUN,Cultural,1987,https://whc.unesco.org/en/list/401
hortobagy_national_park_the_i_puszta_i,Hortobágy National Park - the <i>Puszta</i>,HUN,Cultural,1999,https://whc.unesco.org/en/list/474
surtsey,Surtsey,ISL,Natural,2008,https://whc.unesco.org/en/list/1267
ajanta_caves,Ajanta Caves,IND,Cultural,1983,https://whc.unesco.org/en/list/242
archaeological_site_of_nalanda_mahavihara_at_nalanda_bihar,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",IND,Cultural,2016,https://whc.unesco.org/en/list/1502
buddhist_monuments_at_sanchi,Buddhist Monuments at Sanchi,IND,Cultural,1989,https://whc.unesco.org/en/list/524
churches_and_convents_of_goa,Churches and Convents of Goa,IND,Cultural,1986,https://whc.unesco.org/en/list/234
dholavira_a_harappan_city,Dholavira: a Harappan City,IND,Cultural,2021,https://whc.unesco.org/en/list/1645
great_living_chola_temples,Great Living Chola Temples,IND,Cultural,1987,https://whc.unesco.org/en/list/250
fatehpur_sikri,Fatehpur Sikri,IND,Cultural,1986,https://whc.unesco.org/en/list/255
group_of_monuments_at_hampi,Group of Monuments at Hampi,IND,Cultural,1986,https://whc.unesco.org/en/list/241
humayun_s_tomb_delhi,"Humayun's Tomb, Delhi",IND,Cultural,1993,https://whc.unesco.org/en/list/232
khajuraho_group_of_monuments,Khajuraho Group of Monuments,IND,Cultural,1986,https://whc.unesco.org/en/list/240
maratha_military_landscapes_of_india,Maratha Military Landscapes of India,IND,Cultural,2025,https://whc.unesco.org/en/list/1739
khangchendzonga_national_park,Khangchendzonga National Park,IND,Mixed,2016,https://whc.unesco.org/en/list/1513
victorian_gothic_and_art_deco_ensembles_of_mumbai,Victorian Gothic and Art Deco Ensembles of Mumbai,IND,Cultural,2018,https://whc.unesco.org/en/list/1480
borobudur_temple_compounds,Borobudur Temple Compounds,IDN,Cultural,1991,https://whc.unesco.org/en/list/592
lorentz_national_park,Lorentz National Park,IDN,Natural,1999,https://whc.unesco.org/en/list/955
ujung_kulon_national_park,Ujung Kulon National Park,IDN,Natural,1991,https://whc.unesco.org/en/list/608
historic_city_of_yazd,Historic City of Yazd,IRN,Cultural,2017,https://whc.unesco.org/en/list/1544
persepolis,Persepolis,IRN,Cultural,1979,https://whc.unesco.org/en/list/114
shushtar_historical_hydraulic_system,Shushtar Historical Hydraulic System,IRN,Cultural,2009,https://whc.unesco.org/en/list/1315
sassanid_archaeological_landscape_of_fars_region,Sassanid Archaeological Landscape of Fars Region,IRN,Cultural,2018,https://whc.unesco.org/en/list/1568
susa,Susa,IRN,Cultural,2015,https://whc.unesco.org/en/list/1455
tchogha_zanbil,Tchogha Zanbil,IRN,Cultural,1979,https://whc.unesco.org/en/list/113
takht_e_soleyman,Takht-e Soleyman,IRN,Cultural,2003,https://whc.unesco.org/en/list/1077
babylon,Babylon,IRQ,Cultural,2019,https://whc.unesco.org/en/list/278
erbil_citadel,Erbil Citadel,IRQ,Cultural,2014,https://whc.unesco.org/en/list/1437
bru_na_boinne_archaeological_ensemble_of_the_bend_of_the_boyne,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,IRL,Cultural,1993,https://whc.unesco.org/en/list/659
bahai_holy_places_in_haifa_and_the_western_galilee,Bahá’i Holy Places in Haifa and the Western Galilee,ISR,Cultural,2008,https://whc.unesco.org/en/list/1220
masada,Masada,ISR,Cultural,2001,https://whc.unesco.org/en/list/1040
sites_of_human_evolution_at_mount_carmel_the_nahal_mearot_wadi_el_mughara_caves,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,ISR,Cultural,2012,https://whc.unesco.org/en/list/1393
old_city_of_acre,Old City of Acre,ISR,Cultural,2001,https://whc.unesco.org/en/list/1042
arab_norman_palermo_and_the_cathedral_churches_of_cefalu_and_monreale,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,ITA,Cultural,2015,https://whc.unesco.org/en/list/1487
archaeological_area_and_the_patriarchal_basilica_of_aquileia,Archaeological Area and the Patriarchal Basilica of Aquileia,ITA,Cultural,1998,https://whc.unesco.org/en/list/825
the_porticoes_of_bologna,The Porticoes of Bologna,ITA,Cultural,2021,https://whc.unesco.org/en/list/1650
archaeological_area_of_agrigento,Archaeological Area of Agrigento,ITA,Cultural,1997,https://whc.unesco.org/en/list/831
castel_del_monte,Castel del Monte,ITA,Cultural,1996,https://whc.unesco.org/en/list/398
assisi_the_basilica_of_san_francesco_and_other_franciscan_sites,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",ITA,Cultural,2000,https://whc.unesco.org/en/list/990
city_of_vicenza_and_the_palladian_villas_of_the_veneto,City of Vicenza and the Palladian Villas of the Veneto,ITA,Cultural,1994,https://whc.unesco.org/en/list/712
evaporitic_karst_and_caves_of_northern_apennines,Evaporitic Karst and Caves of Northern Apennines,ITA,Natural,2023,https://whc.unesco.org/en/list/1692
early_christian_monuments_of_ravenna,Early Christian Monuments of Ravenna,ITA,Cultural,1996,https://whc.unesco.org/en/list/788
historic_centre_of_siena,Historic Centre of Siena,ITA,Cultural,1995,https://whc.unesco.org/en/list/717
paduas_fourteenth_century_fresco_cycles,Padua’s fourteenth-century fresco cycles,ITA,Cultural,2021,https://whc.unesco.org/en/list/1623
monte_san_giorgio,Monte San Giorgio,ITA,Natural,2003,https://whc.unesco.org/en/list/1090
rhaetian_railway_in_the_albula_bernina_landscapes,Rhaetian Railway in the Albula / Bernina Landscapes,ITA,Cultural,2008,https://whc.unesco.org/en/list/1276
the_sassi_and_the_park_of_the_rupestrian_churches_of_matera,The Sassi and the Park of the Rupestrian Churches of Matera,ITA,Cultural,1993,https://whc.unesco.org/en/list/670
villa_romana_del_casale,Villa Romana del Casale,ITA,Cultural,1997,https://whc.unesco.org/en/list/832
villa_adriana_tivoli,Villa Adriana (Tivoli),ITA,Cultural,1999,https://whc.unesco.org/en/list/907
amami_oshima_island_tokunoshima_island_northern_part_of_okinawa_island_and_iriomote_island,"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",JPN,Natural,2021,https://whc.unesco.org/en/list/1574
blue_and_john_crow_mountains,Blue and John Crow Mountains,JAM,Mixed,2015,https://whc.unesco.org/en/list/1356
hiraizumi_temples_gardens_and_archaeological_sites_representing_the_buddhist_pure_land,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",JPN,Cultural,2011,https://whc.unesco.org/en/list/1277
historic_villages_of_shirakawa_go_and_gokayama,Historic Villages of Shirakawa-go and Gokayama,JPN,Cultural,1995,https://whc.unesco.org/en/list/734
sacred_sites_and_pilgrimage_routes_in_the_kii_mountain_range,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,JPN,Cultural,2004,https://whc.unesco.org/en/list/1142
petra,Petra,JOR,Cultural,1985,https://whc.unesco.org/en/list/326
mausoleum_of_khoja_ahmed_yasawi,Mausoleum of Khoja Ahmed Yasawi,KAZ,Cultural,2003,https://whc.unesco.org/en/list/1103
saryarka_steppe_and_lakes_of_northern_kazakhstan,Saryarka – Steppe and Lakes of Northern Kazakhstan,KAZ,Natural,2008,https://whc.unesco.org/en/list/1102
petroglyphs_of_the_archaeological_landscape_of_tanbaly,Petroglyphs of the Archaeological Landscape of Tanbaly,KAZ,Cultural,2004,https://whc.unesco.org/en/list/1145
phoenix_islands_protected_area,Phoenix Islands Protected Area,KIR,Natural,2010,https://whc.unesco.org/en/list/1325
sacred_mijikenda_kaya_forests,Sacred Mijikenda Kaya Forests,KEN,Cultural,2008,https://whc.unesco.org/en/list/1231
megalithic_jar_sites_in_xiengkhuang_plain_of_jars,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,LAO,Cultural,2019,https://whc.unesco.org/en/list/1587
maloti_drakensberg_park,Maloti-Drakensberg Park,LSO,Mixed,2000,https://whc.unesco.org/en/list/985
tyre,Tyre,LBN,Cultural,1984,https://whc.unesco.org/en/list/299
archaeological_site_of_sabratha,Archaeological Site of Sabratha,LBY,Cultural,1982,https://whc.unesco.org/en/list/184
