site_key,name,country,category,inscription_year,unesco_url
natural_and_cultural_heritage_of_the_ohrid_region,Natural and Cultural Heritage of the Ohrid region,MKD,Mixed,1979,https://whc.unesco.org/en/list/99
tipasa,Tipasa,DZA,Cultural,1982,https://whc.unesco.org/en/list/193
antigua_naval_dockyard_and_related_archaeological_sites,Antigua Naval Dockyard and Related Archaeological Sites,ATG,Cultural,2016,https://whc.unesco.org/en/list/1499
jesuit_block_and_estancias_of_cordoba,Jesuit Block and Estancias of Córdoba,ARG,Cultural,2000,https://whc.unesco.org/en/list/995
the_architectural_work_of_le_corbusier_an_outstanding_contribution_to_the_modern_movement,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",IND,Cultural,2016,https://whc.unesco.org/en/list/1321
cathedral_and_churches_of_echmiatsin_and_the_archaeological_site_of_zvartnots,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,ARM,Cultural,2000,https://whc.unesco.org/en/list/1011
qhapaq_nan_andean_road_system,"Qhapaq Ñan, Andean Road System",PER,Cultural,2014,https://whc.unesco.org/en/list/1459
kgari,K’gari,AUS,Natural,1992,https://whc.unesco.org/en/list/630
tasmanian_wilderness,Tasmanian Wilderness,AUS,Mixed,1982,https://whc.unesco.org/en/list/181
ulu_u_r_u_u_kata_tju_u_t_u_a_national_park,Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park,AUS,Mixed,1987,https://whc.unesco.org/en/list/447
ferto_neusiedlersee_cultural_landscape,Fertö / Neusiedlersee Cultural Landscape,AUT,Cultural,2001,https://whc.unesco.org/en/list/772
city_of_graz_historic_centre_and_schloss_eggenberg,City of Graz – Historic Centre and Schloss Eggenberg,AUT,Cultural,1999,https://whc.unesco.org/en/list/931
historic_centre_of_the_city_of_salzburg,Historic Centre of the City of Salzburg,AUT,Cultural,1996,https://whc.unesco.org/en/list/784
hallstatt_dachstein_salzkammergut_cultural_landscape,Hallstatt-Dachstein / Salzkammergut Cultural Landscape,AUT,Cultural,1997,https://whc.unesco.org/en/list/806
semmering_railway,Semmering Railway,AUT,Cultural,1998,https://whc.unesco.org/en/list/785
the_great_spa_towns_of_europe,The Great Spa Towns of Europe,ITA,Cultural,2021,https://whc.unesco.org/en/list/1613
dilmun_burial_mounds,Dilmun Burial Mounds,BHR,Cultural,2019,https://whc.unesco.org/en/list/1542
historic_mosque_city_of_bagerhat,Historic Mosque City of Bagerhat,BGD,Cultural,1985,https://whc.unesco.org/en/list/321
historic_bridgetown_and_its_garrison,Historic Bridgetown and its Garrison,BRB,Cultural,2011,https://whc.unesco.org/en/list/1376
ruins_of_the_buddhist_vihara_at_paharpur,Ruins of the Buddhist Vihara at Paharpur,BGD,Cultural,1985,https://whc.unesco.org/en/list/322
bialowieza_forest,Białowieża Forest,POL,Natural,1979,https://whc.unesco.org/en/list/33
struve_geodetic_arc,Struve Geodetic Arc,LVA,Cultural,2005,https://whc.unesco.org/en/list/1187
historic_centre_of_brugge,Historic Centre of Brugge,BEL,Cultural,2000,https://whc.unesco.org/en/list/996
flemish_beguinages,Flemish Béguinages,BEL,Cultural,1998,https://whc.unesco.org/en/list/855
colonies_of_benevolence,Colonies of Benevolence,BEL,Cultural,2021,https://whc.unesco.org/en/list/1555
belize_barrier_reef_reserve_system,Belize Barrier Reef Reserve System,BLZ,Natural,1996,https://whc.unesco.org/en/list/764
fuerte_de_samaipata,Fuerte de Samaipata,BOL,Cultural,1998,https://whc.unesco.org/en/list/883
w_arly_pendjari_complex,W-Arly-Pendjari Complex,BEN,Natural,1996,https://whc.unesco.org/en/list/749
city_of_potosi,City of Potosí,BOL,Cultural,1987,https://whc.unesco.org/en/list/420
historic_city_of_sucre,Historic City of Sucre,BOL,Cultural,1991,https://whc.unesco.org/en/list/566
stecci_medieval_tombstone_graveyards,Stećci Medieval Tombstone Graveyards,SRB,Cultural,2016,https://whc.unesco.org/en/list/1504
historic_centre_of_salvador_de_bahia,Historic Centre of Salvador de Bahia,BRA,Cultural,1985,https://whc.unesco.org/en/list/309
historic_centre_of_sao_luis,Historic Centre of São Luís,BRA,Cultural,1997,https://whc.unesco.org/en/list/821
historic_centre_of_the_town_of_diamantina,Historic Centre of the Town of Diamantina,BRA,Cultural,1999,https://whc.unesco.org/en/list/890
historic_town_of_ouro_preto,Historic Town of Ouro Preto,BRA,Cultural,1980,https://whc.unesco.org/en/list/124
lencois_maranhenses_national_park,Lençóis Maranhenses National Park,BRA,Natural,2024,https://whc.unesco.org/en/list/1611
iguacu_national_park,Iguaçu National Park,BRA,Natural,1986,https://whc.unesco.org/en/list/355
sao_francisco_square_in_the_town_of_sao_cristovao,São Francisco Square in the Town of São Cristóvão,BRA,Cultural,2010,https://whc.unesco.org/en/list/1272
madara_rider,Madara Rider,BGR,Cultural,1979,https://whc.unesco.org/en/list/43
boyana_church,Boyana Church,BGR,Cultural,1979,https://whc.unesco.org/en/list/42
thracian_tomb_of_sveshtari,Thracian Tomb of Sveshtari,BGR,Cultural,1985,https://whc.unesco.org/en/list/359
royal_court_of_tiebele,Royal Court of Tiébélé,BFA,Cultural,2024,https://whc.unesco.org/en/list/1713
ancient_ferrous_metallurgy_sites_of_burkina_faso,Ancient Ferrous Metallurgy Sites of Burkina Faso,BFA,Cultural,2019,https://whc.unesco.org/en/list/1602
ruins_of_loropeni,Ruins of Loropéni,BFA,Cultural,2009,https://whc.unesco.org/en/list/1225
cambodian_memorial_sites_from_centres_of_repression_to_places_of_peace_and_reflection,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,KHM,Cultural,2025,https://whc.unesco.org/en/list/1748
angkor,Angkor,KHM,Cultural,1992,https://whc.unesco.org/en/list/668
sangha_trinational,Sangha Trinational,COG,Natural,2012,https://whc.unesco.org/en/list/1380
canadian_rocky_mountain_parks,Canadian Rocky Mountain Parks,CAN,Natural,1984,https://whc.unesco.org/en/list/304
head_smashed_in_buffalo_jump,Head-Smashed-In Buffalo Jump,CAN,Cultural,1981,https://whc.unesco.org/en/list/158
joggins_fossil_cliffs,Joggins Fossil Cliffs,CAN,Natural,2008,https://whc.unesco.org/en/list/1285
historic_district_of_old_quebec,Historic District of Old Québec,CAN,Cultural,1985,https://whc.unesco.org/en/list/300
landscape_of_grand_pre,Landscape of Grand Pré,CAN,Cultural,2012,https://whc.unesco.org/en/list/1404
rideau_canal,Rideau Canal,CAN,Cultural,2007,https://whc.unesco.org/en/list/1221
waterton_glacier_international_peace_park,Waterton Glacier International Peace Park,CAN,Natural,1995,https://whc.unesco.org/en/list/354
ennedi_massif_natural_and_cultural_landscape,Ennedi Massif: Natural and Cultural Landscape,TCD,Mixed,2016,https://whc.unesco.org/en/list/1475
manovo_gounda_st_floris_national_park,Manovo-Gounda St Floris National Park,CAF,Natural,1988,https://whc.unesco.org/en/list/475
rapa_nui_national_park,Rapa Nui National Park,CHL,Cultural,1995,https://whc.unesco.org/en/list/715
settlement_and_artificial_mummification_of_the_chinchorro_culture_in_the_arica_and_parinacota_region,Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,CHL,Cultural,2021,https://whc.unesco.org/en/list/1634
humberstone_and_santa_laura_saltpeter_works,Humberstone and Santa Laura Saltpeter Works,CHL,Cultural,2005,https://whc.unesco.org/en/list/1178
badain_jaran_desert_towers_of_sand_and_lakes,Badain Jaran Desert - Towers of Sand and Lakes,CHN,Natural,2024,https://whc.unesco.org/en/list/1638
ancient_city_of_ping_yao,Ancient City of Ping Yao,CHN,Cultural,1997,https://whc.unesco.org/en/list/812
cultural_landscape_of_honghe_hani_rice_terraces,Cultural Landscape of Honghe Hani Rice Terraces,CHN,Cultural,2013,https://whc.unesco.org/en/list/1111
fanjingshan,Fanjingshan,CHN,Natural,2018,https://whc.unesco.org/en/list/1559
hubei_shennongjia,Hubei Shennongjia,CHN,Natural,2016,https://whc.unesco.org/en/list/1509
historic_ensemble_of_the_potala_palace_lhasa,"Historic Ensemble of the Potala Palace, Lhasa",CHN,Cultural,1994,https://whc.unesco.org/en/list/707
kaiping_diaolou_and_villages,Kaiping Diaolou and Villages,CHN,Cultural,2007,https://whc.unesco.org/en/list/1112
mogao_caves,Mogao Caves,CHN,Cultural,1987,https://whc.unesco.org/en/list/440
mount_emei_scenic_area_including_leshan_giant_buddha_scenic_area,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",CHN,Mixed,1996,https://whc.unesco.org/en/list/779
qinghai_hoh_xil,Qinghai Hoh Xil,CHN,Natural,2017,https://whc.unesco.org/en/list/1540
site_of_xanadu,Site of Xanadu,CHN,Cultural,2012,https://whc.unesco.org/en/list/1389
sichuan_giant_panda_sanctuaries_wolong_mt_siguniang_and_jiajin_mountains,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",CHN,Natural,2006,https://whc.unesco.org/en/list/1213
silk_roads_the_routes_network_of_chang_an_tianshan_corridor,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,CHN,Cultural,2014,https://whc.unesco.org/en/list/1442
temple_and_cemetery_of_confucius_and_the_kong_family_mansion_in_qufu,Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,CHN,Cultural,1994,https://whc.unesco.org/en/list/704
the_great_wall,The Great Wall,CHN,Cultural,1987,https://whc.unesco.org/en/list/438
xinjiang_tianshan,Xinjiang Tianshan,CHN,Natural,2013,https://whc.unesco.org/en/list/1414
wulingyuan_scenic_and_historic_interest_area,Wulingyuan Scenic and Historic Interest Area,CHN,Natural,1992,https://whc.unesco.org/en/list/640
national_archeological_park_of_tierradentro,National Archeological Park of Tierradentro,COL,Cultural,1995,https://whc.unesco.org/en/list/743
los_katios_national_park,Los Katíos National Park,COL,Natural,1994,https://whc.unesco.org/en/list/711
area_de_conservacion_guanacaste,Area de Conservación Guanacaste,CRI,Natural,1999,https://whc.unesco.org/en/list/928
mount_nimba_strict_nature_reserve,Mount Nimba Strict Nature Reserve,GIN,Natural,1981,https://whc.unesco.org/en/list/155
tai_national_park,Taï National Park,CIV,Natural,1982,https://whc.unesco.org/en/list/195
historical_complex_of_split_with_the_palace_of_diocletian,Historical Complex of Split with the Palace of Diocletian,HRV,Cultural,1979,https://whc.unesco.org/en/list/97
episcopal_complex_of_the_euphrasian_basilica_in_the_historic_centre_of_porec,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,HRV,Cultural,1997,https://whc.unesco.org/en/list/809
cultural_landscape_of_bali_province_the_em_subak_em_system_as_a_manifestation_of_the_em_tri_hita_karana_em_philosophy,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,IDN,Cultural,2012,https://whc.unesco.org/en/list/1194
the_cathedral_of_st_james_in_sibenik,The Cathedral of St James in Šibenik,HRV,Cultural,2000,https://whc.unesco.org/en/list/963
stari_grad_plain,Stari Grad Plain,HRV,Cultural,2008,https://whc.unesco.org/en/list/1240
desembarco_del_granma_national_park,Desembarco del Granma National Park,CUB,Natural,1999,https://whc.unesco.org/en/list/889
archaeological_landscape_of_the_first_coffee_plantations_in_the_south_east_of_cuba,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,CUB,Cultural,2000,https://whc.unesco.org/en/list/1008
san_pedro_de_la_roca_castle_santiago_de_cuba,"San Pedro de la Roca Castle, Santiago de Cuba",CUB,Cultural,1997,https://whc.unesco.org/en/list/841
urban_historic_centre_of_cienfuegos,Urban Historic Centre of Cienfuegos,CUB,Cultural,2005,https://whc.unesco.org/en/list/1202
choirokoitia,Choirokoitia,CYP,Cultural,1998,https://whc.unesco.org/en/list/848
gardens_and_castle_at_kromeriz,Gardens and Castle at Kroměříž,CZE,Cultural,1998,https://whc.unesco.org/en/list/860
historic_centre_of_cesky_krumlov,Historic Centre of Český Krumlov,CZE,Cultural,1992,https://whc.unesco.org/en/list/617
erzgebirge_krusnohori_mining_region,Erzgebirge/Krušnohoří Mining Region,DEU,Cultural,2019,https://whc.unesco.org/en/list/1478
historic_centre_of_telc,Historic Centre of Telč,CZE,Cultural,1992,https://whc.unesco.org/en/list/621
historic_centre_of_prague,Historic Centre of Prague,CZE,Cultural,1992,https://whc.unesco.org/en/list/616
litomysl_castle,Litomyšl Castle,CZE,Cultural,1999,https://whc.unesco.org/en/list/901
landscape_for_breeding_and_training_of_ceremonial_carriage_horses_at_kladruby_nad_labem,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,CZE,Cultural,2019,https://whc.unesco.org/en/list/1589
historic_monuments_and_sites_in_kaesong,Historic Monuments and Sites in Kaesong,PRK,Cultural,2013,https://whc.unesco.org/en/list/1278
tugendhat_villa_in_brno,Tugendhat Villa in Brno,CZE,Cultural,2001,https://whc.unesco.org/en/list/1052
mount_kumgang_diamond_mountain_from_the_sea,Mount Kumgang – Diamond Mountain from the Sea,PRK,Mixed,2025,https://whc.unesco.org/en/list/1642
garamba_national_park,Garamba National Park,COD,Natural,1980,https://whc.unesco.org/en/list/136
okapi_wildlife_reserve,Okapi Wildlife Reserve,COD,Natural,1996,https://whc.unesco.org/en/list/718
salonga_national_park,Salonga National Park,COD,Natural,1984,https://whc.unesco.org/en/list/280
jelling_mounds_runic_stones_and_church,"Jelling Mounds, Runic Stones and Church",DNK,Cultural,1994,https://whc.unesco.org/en/list/697
kujataa_greenland_norse_and_inuit_farming_at_the_edge_of_the_ice_cap,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,DNK,Cultural,2017,https://whc.unesco.org/en/list/1536
aasivissuit_nipisat_inuit_hunting_ground_between_ice_and_sea,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,DNK,Cultural,2018,https://whc.unesco.org/en/list/1557
mons_klint,Møns Klint,DNK,Natural,2025,https://whc.unesco.org/en/list/1728
historic_centre_of_santa_ana_de_los_rios_de_cuenca,Historic Centre of Santa Ana de los Ríos de Cuenca,ECU,Cultural,1999,https://whc.unesco.org/en/list/863
saint_catherine_area,Saint Catherine Area,EGY,Cultural,2002,https://whc.unesco.org/en/list/954
joya_de_ceren_archaeological_site,Joya de Cerén Archaeological Site,SLV,Cultural,1993,https://whc.unesco.org/en/list/675
asmara_a_modernist_african_city,Asmara: A Modernist African City,ERI,Cultural,2017,https://whc.unesco.org/en/list/1550
lower_valley_of_the_omo,Lower Valley of the Omo,ETH,Cultural,1980,https://whc.unesco.org/en/list/17
rock_hewn_churches_lalibela,"Rock-Hewn Churches, Lalibela",ETH,Cultural,1978,https://whc.unesco.org/en/list/18
abbey_church_of_saint_savin_sur_gartempe,Abbey Church of Saint-Savin sur Gartempe,FRA,Cultural,1983,https://whc.unesco.org/en/list/230
petajavesi_old_church,Petäjävesi Old Church,FIN,Cultural,1994,https://whc.unesco.org/en/list/584
verla_groundwood_and_board_mill,Verla Groundwood and Board Mill,FIN,Cultural,1996,https://whc.unesco.org/en/list/751
bordeaux_port_of_the_moon,"Bordeaux, Port of the Moon",FRA,Cultural,2007,https://whc.unesco.org/en/list/1256
bourges_cathedral,Bourges Cathedral,FRA,Cultural,1992,https://whc.unesco.org/en/list/635
chaine_des_puys_limagne_fault_tectonic_arena,Chaîne des Puys - Limagne fault tectonic arena,FRA,Natural,2018,https://whc.unesco.org/en/list/1434
champagne_hillsides_houses_and_cellars,"Champagne Hillsides, Houses and Cellars",FRA,Cultural,2015,https://whc.unesco.org/en/list/1465
fortifications_of_vauban,Fortifications of Vauban,FRA,Cultural,2008,https://whc.unesco.org/en/list/1283
french_austral_lands_and_seas,French Austral Lands and Seas,FRA,Natural,2019,https://whc.unesco.org/en/list/1603
lagoons_of_new_caledonia_reef_diversity_and_associated_ecosystems,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,FRA,Natural,2008,https://whc.unesco.org/en/list/1115
jurisdiction_of_saint_emilion,Jurisdiction of Saint-Emilion,FRA,Cultural,1999,https://whc.unesco.org/en/list/932
le_havre_the_city_rebuilt_by_auguste_perret,"Le Havre, the City Rebuilt by Auguste Perret",FRA,Cultural,2005,https://whc.unesco.org/en/list/1181
palace_and_park_of_versailles,Palace and Park of Versailles,FRA,Cultural,1979,https://whc.unesco.org/en/list/83
paris_banks_of_the_seine,"Paris, Banks of the Seine",FRA,Cultural,1991,https://whc.unesco.org/en/list/600
roman_theatre_and_its_surroundings_and_the_triumphal_arch_of_orange,Roman Theatre and its Surroundings and the Triumphal Arch of Orange,FRA,Cultural,1981,https://whc.unesco.org/en/list/163
the_maison_carree_of_nimes,The Maison Carrée of Nîmes,FRA,Cultural,2023,https://whc.unesco.org/en/list/1569
kunta_kinteh_island_and_related_sites,Kunta Kinteh Island and Related Sites,GMB,Cultural,2003,https://whc.unesco.org/en/list/761
aachen_cathedral,Aachen Cathedral,DEU,Cultural,1978,https://whc.unesco.org/en/list/3
historical_monuments_of_mtskheta,Historical Monuments of Mtskheta,GEO,Cultural,1994,https://whc.unesco.org/en/list/708
carolingian_westwork_and_civitas_corvey,Carolingian Westwork and Civitas Corvey,DEU,Cultural,2014,https://whc.unesco.org/en/list/1447
castles_of_augustusburg_and_falkenlust_at_bruhl,Castles of Augustusburg and Falkenlust at Brühl,DEU,Cultural,1984,https://whc.unesco.org/en/list/288
frontiers_of_the_roman_empire_the_lower_german_limes,Frontiers of the Roman Empire – The Lower German Limes,NLD,Cultural,2021,https://whc.unesco.org/en/list/1631
hanseatic_city_of_lubeck,Hanseatic City of Lübeck,DEU,Cultural,1987,https://whc.unesco.org/en/list/272
luther_memorials_in_eisleben_and_wittenberg,Luther Memorials in Eisleben and Wittenberg,DEU,Cultural,1996,https://whc.unesco.org/en/list/783
mathildenhohe_darmstadt,Mathildenhöhe Darmstadt,DEU,Cultural,2021,https://whc.unesco.org/en/list/1614
maulbronn_monastery_complex,Maulbronn Monastery Complex,DEU,Cultural,1993,https://whc.unesco.org/en/list/546
mines_of_rammelsberg_historic_town_of_goslar_and_upper_harz_water_management_system,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",DEU,Cultural,1992,https://whc.unesco.org/en/list/623
old_town_of_regensburg_with_stadtamhof,Old town of Regensburg with Stadtamhof,DEU,Cultural,2006,https://whc.unesco.org/en/list/1155
muskauer_park_park_muzakowski,Muskauer Park / Park Mużakowski,POL,Cultural,2004,https://whc.unesco.org/en/list/1127
shum_sites_of_speyer_worms_and_mainz,"ShUM Sites of Speyer, Worms and Mainz",DEU,Cultural,2021,https://whc.unesco.org/en/list/1636
town_hall_and_roland_on_the_marketplace_of_bremen,Town Hall and Roland on the Marketplace of Bremen,DEU,Cultural,2004,https://whc.unesco.org/en/list/1087
upper_middle_rhine_valley,Upper Middle Rhine Valley,DEU,Cultural,2002,https://whc.unesco.org/en/list/1066
water_management_system_of_augsburg,Water Management System of Augsburg,DEU,Cultural,2019,https://whc.unesco.org/en/list/1580
wurzburg_residence_with_the_court_gardens_and_residence_square,Würzburg Residence with the Court Gardens and Residence Square,DEU,Cultural,1981,https://whc.unesco.org/en/list/169
volklingen_ironworks,Völklingen Ironworks,DEU,Cultural,1994,https://whc.unesco.org/en/list/687
forts_and_castles_volta_greater_accra_central_and_western_regions,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",GHA,Cultural,1979,https://whc.unesco.org/en/list/34
archaeological_site_of_philippi,Archaeological Site of Philippi,GRC,Cultural,2016,https://whc.unesco.org/en/list/1517
delos,Delos,GRC,Cultural,1990,https://whc.unesco.org/en/list/530
mount_athos,Mount Athos,GRC,Mixed,1988,https://whc.unesco.org/en/list/454
pythagoreion_and_heraion_of_samos,Pythagoreion and Heraion of Samos,GRC,Cultural,1992,https://whc.unesco.org/en/list/595
temple_of_apollo_epicurius_at_bassae,Temple of Apollo Epicurius at Bassae,GRC,Cultural,1986,https://whc.unesco.org/en/list/392
the_historic_centre_chora_with_the_monastery_of_saint_john_the_theologian_and_the_cave_of_the_apocalypse_on_the_island_of_patmos,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,GRC,Cultural,1999,https://whc.unesco.org/en/list/942
archaeological_park_and_ruins_of_quirigua,Archaeological Park and Ruins of Quirigua,GTM,Cultural,1981,https://whc.unesco.org/en/list/149
zagori_cultural_landscape,Zagori Cultural Landscape,GRC,Cultural,2023,https://whc.unesco.org/en/list/1695
coastal_and_marine_ecosystems_of_the_bijagos_archipelago_omati_minho,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,GNB,Natural,2025,https://whc.unesco.org/en/list/1431
tikal_national_park,Tikal National Park,GTM,Mixed,1979,https://whc.unesco.org/en/list/64
rio_platano_biosphere_reserve,Río Plátano Biosphere Reserve,HND,Natural,1982,https://whc.unesco.org/en/list/196
millenary_benedictine_abbey_of_pannonhalma_and_its_natural_environment,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,HUN,Cultural,1996,https://whc.unesco.org/en/list/758
thingvellir_national_park,Þingvellir National Park,ISL,Cultural,2004,https://whc.unesco.org/en/list/1152
chhatrapati_shivaji_terminus_formerly_victoria_terminus,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),IND,Cultural,2004,https://whc.unesco.org/en/list/945
champaner_pavagadh_archaeological_park,Champaner-Pavagadh Archaeological Park,IND,Cultural,2004,https://whc.unesco.org/en/list/1101
ellora_caves,Ellora Caves,IND,Cultural,1983,https://whc.unesco.org/en/list/243
hill_forts_of_rajasthan,Hill Forts of Rajasthan,IND,Cultural,2013,https://whc.unesco.org/en/list/247
group_of_monuments_at_pattadakal,Group of Monuments at Pattadakal,IND,Cultural,1987,https://whc.unesco.org/en/list/239
historic_city_of_ahmadabad,Historic City of Ahmadabad,IND,Cultural,2017,https://whc.unesco.org/en/list/1551
keoladeo_national_park,Keoladeo National Park,IND,Natural,1985,https://whc.unesco.org/en/list/340
kakatiya_rudreshwara_ramappa_temple_telangana,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",IND,Cultural,2021,https://whc.unesco.org/en/list/1570
kaziranga_national_park,Kaziranga National Park,IND,Natural,1985,https://whc.unesco.org/en/list/337
hidden_christian_sites_in_the_nagasaki_region,Hidden Christian Sites in the Nagasaki Region,JPN,Cultural,2018,https://whc.unesco.org/en/list/1495
manas_wildlife_sanctuary,Manas Wildlife Sanctuary,IND,Natural,1985,https://whc.unesco.org/en/list/338
mahabodhi_temple_complex_at_bodh_gaya,Mahabodhi Temple Complex at Bodh Gaya,IND,Cultural,2002,https://whc.unesco.org/en/list/1056
mountain_railways_of_india,Mountain Railways of India,IND,Cultural,1999,https://whc.unesco.org/en/list/944
rani_ki_vav_the_queens_stepwell_at_patan_gujarat,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",IND,Cultural,2014,https://whc.unesco.org/en/list/922
nanda_devi_and_valley_of_flowers_national_parks,Nanda Devi and Valley of Flowers National Parks,IND,Natural,1988,https://whc.unesco.org/en/list/335
red_fort_complex,Red Fort Complex,IND,Cultural,2007,https://whc.unesco.org/en/list/231
sun_temple_konarak,"Sun Temple, Konârak",IND,Cultural,1984,https://whc.unesco.org/en/list/246
rock_shelters_of_bhimbetka,Rock Shelters of Bhimbetka,IND,Cultural,2003,https://whc.unesco.org/en/list/925
taj_mahal,Taj Mahal,IND,Cultural,1983,https://whc.unesco.org/en/list/252
ombilin_coal_mining_heritage_of_sawahlunto,Ombilin Coal Mining Heritage of Sawahlunto,IDN,Cultural,2019,https://whc.unesco.org/en/list/1610
komodo_national_park,Komodo National Park,IDN,Natural,1991,https://whc.unesco.org/en/list/609
prambanan_temple_compounds,Prambanan Temple Compounds,IDN,Cultural,1991,https://whc.unesco.org/en/list/642
tropical_rainforest_heritage_of_sumatra,Tropical Rainforest Heritage of Sumatra,IDN,Natural,2004,https://whc.unesco.org/en/list/1167
cultural_landscape_of_hawraman_uramanat,Cultural Landscape of Hawraman/Uramanat,IRN,Cultural,2021,https://whc.unesco.org/en/list/1647
armenian_monastic_ensembles_of_iran,Armenian Monastic Ensembles of Iran,IRN,Cultural,2008,https://whc.unesco.org/en/list/1262
lut_desert,Lut Desert,IRN,Natural,2016,https://whc.unesco.org/en/list/1505
gonbad_e_qabus,Gonbad-e Qābus,IRN,Cultural,2012,https://whc.unesco.org/en/list/1398
pasargadae,Pasargadae,IRN,Cultural,2004,https://whc.unesco.org/en/list/1106
sheikh_safi_al_din_khanegah_and_shrine_ensemble_in_ardabil,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,IRN,Cultural,2010,https://whc.unesco.org/en/list/1345
tabriz_historic_bazaar_complex,Tabriz Historic Bazaar Complex,IRN,Cultural,2010,https://whc.unesco.org/en/list/1346
the_persian_caravanserai,The Persian Caravanserai,IRN,Cultural,2023,https://whc.unesco.org/en/list/1668
trans_iranian_railway,Trans-Iranian Railway,IRN,Cultural,2021,https://whc.unesco.org/en/list/1585
hatra,Hatra,IRQ,Cultural,1985,https://whc.unesco.org/en/list/277
samarra_archaeological_city,Samarra Archaeological City,IRQ,Cultural,2007,https://whc.unesco.org/en/list/276
the_ahwar_of_southern_iraq_refuge_of_biodiversity_and_the_relict_landscape_of_the_mesopotamian_cities,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,IRQ,Mixed,2016,https://whc.unesco.org/en/list/1481
biblical_tels_megiddo_hazor_beer_sheba,"Biblical Tels - Megiddo, Hazor, Beer Sheba",ISR,Cultural,2005,https://whc.unesco.org/en/list/1108
incense_route_desert_cities_in_the_negev,Incense Route - Desert Cities in the Negev,ISR,Cultural,2005,https://whc.unesco.org/en/list/1107
caves_of_maresha_and_bet_guvrin_in_the_judean_lowlands_as_a_microcosm_of_the_land_of_the_caves,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,ISR,Cultural,2014,https://whc.unesco.org/en/list/1370
white_city_of_tel_aviv_the_modern_movement,White City of Tel-Aviv – the Modern Movement,ISR,Cultural,2003,https://whc.unesco.org/en/list/1096
necropolis_of_bet_shearim_a_landmark_of_jewish_renewal,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,ISR,Cultural,2015,https://whc.unesco.org/en/list/1471
18th_century_royal_palace_at_caserta_with_the_park_the_aqueduct_of_vanvitelli_and_the_san_leucio_complex,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",ITA,Cultural,1997,https://whc.unesco.org/en/list/549
botanical_garden_orto_botanico_padua,"Botanical Garden (Orto Botanico), Padua",ITA,Cultural,1997,https://whc.unesco.org/en/list/824
cathedral_torre_civica_and_piazza_grande_modena,"Cathedral, Torre Civica and Piazza Grande, Modena",ITA,Cultural,1997,https://whc.unesco.org/en/list/827
costiera_amalfitana,Costiera Amalfitana,ITA,Cultural,1997,https://whc.unesco.org/en/list/830
ferrara_city_of_the_renaissance_and_its_po_delta,"Ferrara, City of the Renaissance, and its Po Delta",ITA,Cultural,1995,https://whc.unesco.org/en/list/733
funerary_tradition_in_the_prehistory_of_sardinia_em_the_domus_de_janas_em,Funerary Tradition in the Prehistory of Sardinia – <em>The domus de janas</em>,ITA,Cultural,2025,https://whc.unesco.org/en/list/1730
historic_centre_of_florence,Historic Centre of Florence,ITA,Cultural,1982,https://whc.unesco.org/en/list/174
historic_centre_of_urbino,Historic Centre of Urbino,ITA,Cultural,1998,https://whc.unesco.org/en/list/828
historic_centre_of_the_city_of_pienza,Historic Centre of the City of Pienza,ITA,Cultural,1996,https://whc.unesco.org/en/list/789
le_colline_del_prosecco_di_conegliano_e_valdobbiadene,Le Colline del Prosecco di Conegliano e Valdobbiadene,ITA,Cultural,2019,https://whc.unesco.org/en/list/1571
